MaskPath,ImageID,LabelName,BoxID,BoxXMin,BoxXMax,BoxYMin,BoxYMax,PredictedIoU,Clicks
patient00847_plane3_4_of_4_brain_00000000.png,Patient00847_Plane3_4_of_4,Brain,00000000,,,,,,
patient00847_plane3_4_of_4_csp_00000001.png,Patient00847_Plane3_4_of_4,CSP,00000001,,,,,,
patient00847_plane3_4_of_4_lv_00000002.png,Patient00847_Plane3_4_of_4,LV,00000002,,,,,,
patient00848_plane3_1_of_4_brain_00000000.png,Patient00848_Plane3_1_of_4,Brain,00000000,,,,,,
patient00848_plane3_1_of_4_lv_00000001.png,Patient00848_Plane3_1_of_4,LV,00000001,,,,,,
patient00848_plane3_4_of_4_brain_00000000.png,Patient00848_Plane3_4_of_4,Brain,00000000,,,,,,
patient00848_plane3_4_of_4_lv_00000001.png,Patient00848_Plane3_4_of_4,LV,00000001,,,,,,
patient00851_plane3_1_of_3_brain_00000000.png,Patient00851_Plane3_1_of_3,Brain,00000000,,,,,,
patient00851_plane3_2_of_3_brain_00000000.png,Patient00851_Plane3_2_of_3,Brain,00000000,,,,,,
patient00852_plane3_2_of_3_brain_00000000.png,Patient00852_Plane3_2_of_3,Brain,00000000,,,,,,
patient00852_plane3_2_of_3_lv_00000001.png,Patient00852_Plane3_2_of_3,LV,00000001,,,,,,
patient00854_plane3_2_of_3_brain_00000000.png,Patient00854_Plane3_2_of_3,Brain,00000000,,,,,,
patient00855_plane3_1_of_3_brain_00000000.png,Patient00855_Plane3_1_of_3,Brain,00000000,,,,,,
patient00855_plane3_1_of_3_lv_00000001.png,Patient00855_Plane3_1_of_3,LV,00000001,,,,,,
patient00855_plane3_2_of_3_lv_00000000.png,Patient00855_Plane3_2_of_3,LV,00000000,,,,,,
patient00858_plane3_3_of_3_brain_00000000.png,Patient00858_Plane3_3_of_3,Brain,00000000,,,,,,
patient00859_plane3_1_of_1_brain_00000000.png,Patient00859_Plane3_1_of_1,Brain,00000000,,,,,,
patient00861_plane3_2_of_4_brain_00000000.png,Patient00861_Plane3_2_of_4,Brain,00000000,,,,,,
patient00861_plane3_2_of_4_lv_00000001.png,Patient00861_Plane3_2_of_4,LV,00000001,,,,,,
patient00861_plane3_4_of_4_brain_00000000.png,Patient00861_Plane3_4_of_4,Brain,00000000,,,,,,
patient00861_plane3_4_of_4_lv_00000001.png,Patient00861_Plane3_4_of_4,LV,00000001,,,,,,
patient00863_plane3_2_of_3_brain_00000000.png,Patient00863_Plane3_2_of_3,Brain,00000000,,,,,,
patient00863_plane3_2_of_3_csp_00000001.png,Patient00863_Plane3_2_of_3,CSP,00000001,,,,,,
patient00863_plane3_2_of_3_lv_00000002.png,Patient00863_Plane3_2_of_3,LV,00000002,,,,,,
patient00866_plane3_1_of_2_brain_00000000.png,Patient00866_Plane3_1_of_2,Brain,00000000,,,,,,
patient00866_plane3_1_of_2_lv_00000001.png,Patient00866_Plane3_1_of_2,LV,00000001,,,,,,
patient00866_plane3_2_of_2_brain_00000000.png,Patient00866_Plane3_2_of_2,Brain,00000000,,,,,,
patient00866_plane3_2_of_2_lv_00000001.png,Patient00866_Plane3_2_of_2,LV,00000001,,,,,,
patient00867_plane3_1_of_3_brain_00000000.png,Patient00867_Plane3_1_of_3,Brain,00000000,,,,,,
patient00870_plane3_2_of_5_brain_00000000.png,Patient00870_Plane3_2_of_5,Brain,00000000,,,,,,
patient00870_plane3_2_of_5_lv_00000001.png,Patient00870_Plane3_2_of_5,LV,00000001,,,,,,
patient00873_plane3_3_of_3_brain_00000000.png,Patient00873_Plane3_3_of_3,Brain,00000000,,,,,,
patient00873_plane3_3_of_3_lv_00000001.png,Patient00873_Plane3_3_of_3,LV,00000001,,,,,,
patient00875_plane3_2_of_3_csp_00000000.png,Patient00875_Plane3_2_of_3,CSP,00000000,,,,,,
patient00875_plane3_2_of_3_lv_00000001.png,Patient00875_Plane3_2_of_3,LV,00000001,,,,,,
patient00876_plane3_1_of_2_brain_00000000.png,Patient00876_Plane3_1_of_2,Brain,00000000,,,,,,
patient00880_plane3_2_of_2_brain_00000000.png,Patient00880_Plane3_2_of_2,Brain,00000000,,,,,,
patient00881_plane3_2_of_2_brain_00000000.png,Patient00881_Plane3_2_of_2,Brain,00000000,,,,,,
patient00881_plane3_2_of_2_lv_00000001.png,Patient00881_Plane3_2_of_2,LV,00000001,,,,,,
patient00881_plane3_2_of_2_csp_00000002.png,Patient00881_Plane3_2_of_2,CSP,00000002,,,,,,
patient00883_plane3_1_of_2_brain_00000000.png,Patient00883_Plane3_1_of_2,Brain,00000000,,,,,,
patient00883_plane3_1_of_2_lv_00000001.png,Patient00883_Plane3_1_of_2,LV,00000001,,,,,,
patient00890_plane3_2_of_4_csp_00000000.png,Patient00890_Plane3_2_of_4,CSP,00000000,,,,,,
patient00890_plane3_2_of_4_lv_00000001.png,Patient00890_Plane3_2_of_4,LV,00000001,,,,,,
patient00895_plane3_3_of_3_brain_00000000.png,Patient00895_Plane3_3_of_3,Brain,00000000,,,,,,
patient00899_plane3_1_of_4_brain_00000000.png,Patient00899_Plane3_1_of_4,Brain,00000000,,,,,,
patient00899_plane3_1_of_4_lv_00000001.png,Patient00899_Plane3_1_of_4,LV,00000001,,,,,,
patient00901_plane3_2_of_5_brain_00000000.png,Patient00901_Plane3_2_of_5,Brain,00000000,,,,,,
patient00901_plane3_2_of_5_lv_00000001.png,Patient00901_Plane3_2_of_5,LV,00000001,,,,,,
patient00901_plane3_4_of_5_brain_00000000.png,Patient00901_Plane3_4_of_5,Brain,00000000,,,,,,
patient00905_plane3_1_of_1_brain_00000000.png,Patient00905_Plane3_1_of_1,Brain,00000000,,,,,,
patient00905_plane3_1_of_1_lv_00000001.png,Patient00905_Plane3_1_of_1,LV,00000001,,,,,,
patient00905_plane3_1_of_1_csp_00000002.png,Patient00905_Plane3_1_of_1,CSP,00000002,,,,,,
patient00911_plane3_2_of_3_brain_00000000.png,Patient00911_Plane3_2_of_3,Brain,00000000,,,,,,
patient00911_plane3_2_of_3_lv_00000001.png,Patient00911_Plane3_2_of_3,LV,00000001,,,,,,
patient00912_plane3_2_of_5_brain_00000000.png,Patient00912_Plane3_2_of_5,Brain,00000000,,,,,,
patient00912_plane3_4_of_5_brain_00000000.png,Patient00912_Plane3_4_of_5,Brain,00000000,,,,,,
patient00912_plane3_4_of_5_lv_00000001.png,Patient00912_Plane3_4_of_5,LV,00000001,,,,,,
patient00917_plane3_3_of_5_brain_00000000.png,Patient00917_Plane3_3_of_5,Brain,00000000,,,,,,
patient00917_plane3_3_of_5_lv_00000001.png,Patient00917_Plane3_3_of_5,LV,00000001,,,,,,
patient00918_plane3_2_of_2_brain_00000000.png,Patient00918_Plane3_2_of_2,Brain,00000000,,,,,,
patient00918_plane3_2_of_2_lv_00000001.png,Patient00918_Plane3_2_of_2,LV,00000001,,,,,,
patient00919_plane3_1_of_2_brain_00000000.png,Patient00919_Plane3_1_of_2,Brain,00000000,,,,,,
patient00919_plane3_1_of_2_lv_00000001.png,Patient00919_Plane3_1_of_2,LV,00000001,,,,,,
patient00921_plane3_1_of_3_brain_00000000.png,Patient00921_Plane3_1_of_3,Brain,00000000,,,,,,
patient00921_plane3_1_of_3_lv_00000001.png,Patient00921_Plane3_1_of_3,LV,00000001,,,,,,
patient00926_plane3_2_of_4_brain_00000000.png,Patient00926_Plane3_2_of_4,Brain,00000000,,,,,,
patient00928_plane3_7_of_9_brain_00000000.png,Patient00928_Plane3_7_of_9,Brain,00000000,,,,,,
patient00928_plane3_7_of_9_lv_00000001.png,Patient00928_Plane3_7_of_9,LV,00000001,,,,,,
